datetime,open,high,low,close,volume
2020-02-02 07:45:00,9369.16,9371.11,9356.45,9363.6,7.04345674
2020-02-02 08:00:00,9363.59,9377.69,9343.1,9347.83,38.88814406
2020-02-02 08:15:00,9350.84,9353.14,9333.65,9343.41,9.24503671
2020-02-02 08:30:00,9343.4,9359.43,9343.4,9359.38,61.27030011
2020-02-02 08:45:00,9359.29,9376.21,9346.99,9355.85,32.16908291
2020-02-02 09:00:00,9355.85,9375.0,9348.53,9351.55,32.17537578
2020-02-02 09:15:00,9351.54,9368.99,9340.27,9351.03,36.78648539
2020-02-02 09:30:00,9350.26,9366.68,9350.26,9366.27,12.16411412
2020-02-02 09:45:00,9366.73,9370.38,9356.35,9370.38,20.82411752
2020-02-02 10:00:00,9370.38,9428.96,9370.37,9418.42,181.93244925
2020-02-02 10:15:00,9421.66,9425.0,9394.06,9404.81,27.60025567
2020-02-02 10:30:00,9406.0,9447.0,9406.0,9433.13,128.52660363
2020-02-02 10:45:00,9433.12,9440.0,9410.4,9412.53,23.71805767
2020-02-02 11:00:00,9416.42,9420.25,9401.03,9401.04,15.51966804
2020-02-02 11:15:00,9401.04,9421.67,9400.12,9411.39,15.80908958
2020-02-02 11:30:00,9411.39,9435.0,9411.39,9424.58,52.7133081
2020-02-02 11:45:00,9424.08,9425.4,9414.03,9421.87,28.13627924
2020-02-02 12:00:00,9424.05,9450.0,9422.84,9436.6,77.31037011
2020-02-02 12:15:00,9436.6,9480.0,9435.49,9438.52,227.39978259
2020-02-02 12:30:00,9435.01,9442.34,9405.11,9408.11,72.4589906
2020-02-02 12:45:00,9408.12,9430.0,9400.0,9421.81,53.7239842
2020-02-02 13:00:00,9421.01,9421.81,9390.42,9410.7,70.67467177
2020-02-02 13:15:00,9410.69,9424.86,9410.69,9417.17,36.80548617
2020-02-02 13:30:00,9418.1,9430.0,9415.9,9424.87,29.02774761
2020-02-02 13:45:00,9424.85,9424.85,9410.41,9418.27,24.85513812
2020-02-02 14:00:00,9418.26,9423.72,9372.89,9384.64,65.82527863
2020-02-02 14:15:00,9384.73,9406.89,9363.82,9399.32,112.31640195
2020-02-02 14:30:00,9399.32,9455.0,9399.32,9436.18,87.60543336
2020-02-02 14:45:00,9434.4,9454.41,9426.39,9444.14,88.36107683
2020-02-02 15:00:00,9444.14,9476.6,9436.6,9449.09,114.98056546
2020-02-02 15:15:00,9449.09,9462.0,9439.95,9445.76,45.68349568
2020-02-02 15:30:00,9445.76,9460.0,9435.81,9452.8,72.29178158
2020-02-02 15:45:00,9454.69,9468.13,9449.33,9449.67,95.48045538
2020-02-02 16:00:00,9448.68,9455.81,9426.68,9440.68,84.47644843
2020-02-02 16:15:00,9440.68,9443.03,9420.09,9431.18,40.22877765
2020-02-02 16:30:00,9431.18,9448.35,9431.17,9446.45,65.02931934
2020-02-02 16:45:00,9446.45,9446.45,9424.26,9426.81,38.33018528
2020-02-02 17:00:00,9426.81,9437.01,9398.01,9407.39,53.22957567
2020-02-02 17:15:00,9407.39,9431.39,9407.38,9431.39,95.25395347
2020-02-02 17:30:00,9431.39,9445.54,9431.39,9445.54,77.55804747
2020-02-02 17:45:00,9445.54,9445.54,9431.07,9431.08,28.8670746
2020-02-02 18:00:00,9431.08,9450.77,9429.18,9442.64,37.43623531
2020-02-02 18:15:00,9440.25,9452.87,9438.74,9447.59,33.736081
2020-02-02 18:30:00,9447.6,9463.09,9443.59,9443.6,75.39788683
2020-02-02 18:45:00,9443.59,9453.72,9440.0,9445.67,29.54796105
2020-02-02 19:00:00,9445.68,9447.18,9433.63,9446.1,32.99562678
2020-02-02 19:15:00,9446.1,9456.66,9444.88,9451.9,26.46848748
2020-02-02 19:30:00,9451.89,9459.6,9450.0,9459.6,54.64723056
2020-02-02 19:45:00,9459.6,9463.56,9429.49,9435.01,82.82901779
2020-02-02 20:00:00,9435.01,9444.93,9423.39,9436.6,53.07320935
2020-02-02 20:15:00,9436.6,9448.21,9436.6,9447.28,28.67849203
2020-02-02 20:30:00,9448.1,9451.6,9422.09,9427.48,54.15185537
2020-02-02 20:45:00,9427.48,9442.07,9416.91,9434.77,31.75699402
2020-02-02 21:00:00,9434.77,9438.55,9421.46,9427.4,27.58789136
2020-02-02 21:15:00,9427.4,9434.27,9420.39,9428.69,29.71947971
2020-02-02 21:30:00,9428.68,9434.28,9425.01,9433.05,30.7528287
2020-02-02 21:45:00,9432.13,9445.49,9432.01,9440.01,59.96591262
2020-02-02 22:00:00,9440.01,9441.03,9402.0,9408.37,85.22523199
2020-02-02 22:15:00,9410.58,9428.41,9400.0,9405.46,112.68255182
2020-02-02 22:30:00,9406.43,9406.43,9369.92,9371.41,72.62062725
2020-02-02 22:45:00,9371.4,9399.79,9371.22,9380.16,42.0884896
2020-02-02 23:00:00,9380.15,9406.68,9363.3,9394.11,183.0442111
2020-02-02 23:15:00,9394.12,9394.51,9310.48,9344.72,272.44932499
2020-02-02 23:30:00,9344.72,9344.72,9317.57,9343.53,98.46575806
2020-02-02 23:45:00,9343.54,9343.54,9312.4,9323.5,62.31943971
2020-02-03 00:00:00,9325.01,9349.22,9277.2,9342.75,230.626898
2020-02-03 00:15:00,9340.77,9355.67,9328.89,9339.18,63.01725537
2020-02-03 00:30:00,9339.17,9388.42,9339.17,9380.0,61.08911182
2020-02-03 00:45:00,9379.99,9406.39,9371.16,9397.03,119.69240604
2020-02-03 01:00:00,9398.7,9400.93,9390.0,9392.6,45.31178085
2020-02-03 01:15:00,9391.01,9448.16,9390.01,9436.08,202.08892627
2020-02-03 01:30:00,9436.08,9619.95,9436.08,9560.57,1482.22010911
2020-02-03 01:45:00,9560.56,9570.83,9503.08,9514.74,368.67565497
2020-02-03 02:00:00,9508.97,9511.55,9250.0,9384.02,1468.65817267
2020-02-03 02:15:00,9383.2,9432.91,9381.58,9405.06,117.89942537
2020-02-03 02:30:00,9405.06,9423.0,9385.57,9400.0,95.05692165
2020-02-03 02:45:00,9400.01,9404.42,9356.01,9364.89,58.1182418
2020-02-03 03:00:00,9366.59,9387.77,9340.44,9378.63,86.22623676
2020-02-03 03:15:00,9378.63,9378.63,9344.89,9351.52,74.24167662
2020-02-03 03:30:00,9351.52,9375.24,9323.12,9369.1,150.04336226
2020-02-03 03:45:00,9369.1,9372.87,9360.21,9370.32,43.08990001
2020-02-03 04:00:00,9370.32,9388.46,9367.47,9368.44,25.66205996
2020-02-03 04:15:00,9368.44,9378.07,9357.02,9360.75,34.08082092
2020-02-03 04:30:00,9360.74,9385.03,9356.0,9373.83,86.5229388
2020-02-03 04:45:00,9373.82,9380.0,9367.17,9377.13,29.47906762
2020-02-03 05:00:00,9377.04,9409.39,9374.26,9404.26,36.87958382
2020-02-03 05:15:00,9404.58,9415.0,9390.03,9409.31,43.03397284
2020-02-03 05:30:00,9409.3,9413.47,9395.84,9407.73,92.9336973
2020-02-03 05:45:00,9405.59,9407.85,9390.0,9392.62,21.74091718
2020-02-03 06:00:00,9392.62,9398.84,9373.63,9383.3,35.08618817
2020-02-03 06:15:00,9383.3,9389.06,9381.11,9382.92,24.38195741
2020-02-03 06:30:00,9382.59,9389.51,9381.1,9389.51,23.11501321
2020-02-03 06:45:00,9389.51,9395.0,9382.49,9383.66,29.85441743
2020-02-03 07:00:00,9383.65,9383.66,9353.25,9370.18,94.15902966
2020-02-03 07:15:00,9368.8,9371.33,9338.0,9341.14,43.9515667
2020-02-03 07:30:00,9341.14,9363.48,9324.0,9352.63,65.5802724
2020-02-03 07:45:00,9352.62,9358.71,9339.65,9353.28,61.5854238
2020-02-03 08:00:00,9353.27,9354.66,9331.11,9354.5,42.7681846
2020-02-03 08:15:00,9354.49,9376.12,9354.49,9369.09,100.60396645
2020-02-03 08:30:00,9369.09,9380.78,9367.56,9374.72,17.08294116
2020-02-03 08:45:00,9374.72,9374.72,9339.96,9349.57,54.68519306
2020-02-03 09:00:00,9349.57,9349.57,9327.79,9334.35,32.91492659
2020-02-03 09:15:00,9334.35,9339.18,9327.17,9339.17,28.70297627
2020-02-03 09:30:00,9339.17,9350.14,9333.4,9342.1,8.09192036
2020-02-03 09:45:00,9344.97,9346.35,9312.94,9320.0,37.30979077
2020-02-03 10:00:00,9319.0,9320.82,9301.62,9317.02,148.11811301
2020-02-03 10:15:00,9315.59,9315.59,9293.45,9300.38,88.23761404
2020-02-03 10:30:00,9300.7,9320.01,9300.0,9316.12,8.7523478
2020-02-03 10:45:00,9316.13,9316.13,9288.59,9296.51,20.23982019
2020-02-03 11:00:00,9296.5,9329.67,9281.13,9327.03,22.78196553
2020-02-03 11:15:00,9327.03,9330.98,9315.01,9328.33,22.70936371
2020-02-03 11:30:00,9328.33,9374.05,9327.47,9345.0,80.18387691
2020-02-03 11:45:00,9349.98,9359.32,9325.0,9327.04,43.25903268
2020-02-03 12:00:00,9327.05,9337.26,9317.5,9328.88,29.94541227
2020-02-03 12:15:00,9328.88,9346.89,9317.5,9339.61,32.97048099
2020-02-03 12:30:00,9341.02,9355.15,9338.42,9343.0,62.40450858
2020-02-03 12:45:00,9344.23,9352.7,9323.22,9328.58,42.04076177
2020-02-03 13:00:00,9327.6,9334.32,9317.5,9317.51,45.67791808
2020-02-03 13:15:00,9317.51,9322.21,9313.7,9321.22,58.44950727
2020-02-03 13:30:00,9321.21,9321.22,9287.36,9288.49,94.42277216
2020-02-03 13:45:00,9288.48,9310.0,9283.57,9303.33,103.63865116
2020-02-03 14:00:00,9303.34,9303.35,9280.0,9280.78,93.35582632
2020-02-03 14:15:00,9280.79,9324.17,9280.78,9322.17,62.67331014
2020-02-03 14:30:00,9323.69,9331.4,9314.57,9325.9,106.76615276
2020-02-03 14:45:00,9324.88,9340.14,9324.88,9331.03,124.71895136
2020-02-03 15:00:00,9331.69,9332.17,9314.99,9319.87,146.54031268
2020-02-03 15:15:00,9319.88,9321.92,9271.0,9280.57,739.71605113
2020-02-03 15:30:00,9280.56,9302.3,9265.0,9283.92,409.7374771
2020-02-03 15:45:00,9283.92,9297.92,9256.09,9256.1,266.76399453
2020-02-03 16:00:00,9256.1,9303.51,9244.12,9296.54,309.41244215
2020-02-03 16:15:00,9296.53,9321.08,9282.93,9284.52,131.45913241
2020-02-03 16:30:00,9284.51,9294.47,9250.11,9262.4,99.78182141
2020-02-03 16:45:00,9259.46,9266.2,9241.68,9246.46,168.20042671
2020-02-03 17:00:00,9246.46,9276.29,9220.0,9264.12,212.94556104
2020-02-03 17:15:00,9264.12,9265.72,9250.0,9260.77,92.43540282
2020-02-03 17:30:00,9261.76,9275.37,9261.75,9270.63,85.27581675
2020-02-03 17:45:00,9270.64,9282.38,9270.63,9278.01,60.83899948
2020-02-03 18:00:00,9278.01,9278.01,9234.6,9250.58,219.02306063
2020-02-03 18:15:00,9253.32,9257.53,9238.45,9251.51,68.30804469
2020-02-03 18:30:00,9251.51,9298.0,9246.87,9291.77,137.17203482
2020-02-03 18:45:00,9291.77,9303.93,9283.24,9298.06,114.61415359
2020-02-03 19:00:00,9298.0,9307.43,9283.11,9302.12,164.14473775
2020-02-03 19:15:00,9302.12,9304.92,9287.7,9291.97,30.97300362
2020-02-03 19:30:00,9291.97,9303.65,9287.7,9287.95,36.71174091
2020-02-03 19:45:00,9287.71,9307.06,9283.72,9306.6,68.56890328
2020-02-03 20:00:00,9305.03,9319.29,9292.18,9309.66,169.80778954
2020-02-03 20:15:00,9310.98,9336.21,9300.75,9321.65,152.40733211
2020-02-03 20:30:00,9321.6,9329.02,9310.97,9312.8,85.61835212
2020-02-03 20:45:00,9312.52,9312.52,9300.18,9307.49,42.0119555
2020-02-03 21:00:00,9305.63,9306.97,9280.0,9280.07,62.63650658
2020-02-03 21:15:00,9280.08,9299.87,9280.07,9293.07,64.10169063
2020-02-03 21:30:00,9293.07,9298.84,9270.0,9276.47,74.32157515
2020-02-03 21:45:00,9276.46,9277.35,9263.6,9275.37,40.111184
2020-02-03 22:00:00,9274.98,9293.83,9273.62,9293.83,35.32088533
2020-02-03 22:15:00,9293.83,9296.7,9276.17,9276.27,65.76288699
2020-02-03 22:30:00,9278.22,9279.4,9251.74,9257.45,89.44874752
2020-02-03 22:45:00,9257.45,9273.23,9256.13,9264.19,48.31583344
2020-02-03 23:00:00,9263.75,9263.75,9226.63,9241.04,161.21106935
2020-02-03 23:15:00,9241.03,9278.19,9234.44,9278.19,80.83031289
2020-02-03 23:30:00,9278.18,9289.44,9263.22,9288.53,84.28043461
2020-02-03 23:45:00,9288.53,9299.69,9280.48,9280.49,63.86676367
2020-02-04 00:00:00,9280.49,9319.46,9278.01,9315.0,148.13961079
2020-02-04 00:15:00,9315.0,9350.0,9288.58,9340.0,155.84965797
2020-02-04 00:30:00,9339.99,9339.99,9314.2,9315.55,48.50115986
2020-02-04 00:45:00,9315.55,9329.27,9314.0,9321.5,34.98604487
2020-02-04 01:00:00,9321.5,9333.0,9313.31,9313.32,42.74139696
2020-02-04 01:15:00,9313.32,9324.26,9305.37,9305.37,35.54676271
2020-02-04 01:30:00,9305.01,9305.01,9262.38,9271.07,72.47633556
2020-02-04 01:45:00,9271.07,9280.22,9261.97,9266.86,45.92994354
2020-02-04 02:00:00,9266.86,9280.3,9266.86,9277.91,43.92807031
2020-02-04 02:15:00,9277.91,9290.0,9277.9,9290.0,61.62443016
2020-02-04 02:30:00,9290.0,9290.01,9275.7,9275.76,58.90722456
2020-02-04 02:45:00,9275.76,9283.04,9267.49,9283.04,37.01188811
2020-02-04 03:00:00,9283.04,9285.01,9255.63,9258.62,110.42396942
2020-02-04 03:15:00,9256.96,9280.0,9246.69,9275.27,72.80721292
2020-02-04 03:30:00,9275.26,9284.28,9272.54,9284.28,34.00856815
2020-02-04 03:45:00,9283.7,9284.29,9267.97,9267.98,23.25511053
2020-02-04 04:00:00,9268.18,9293.08,9265.44,9289.37,54.13852161
2020-02-04 04:15:00,9289.36,9299.47,9282.65,9285.48,33.84635963
2020-02-04 04:30:00,9285.48,9293.41,9258.14,9267.99,56.85710638
2020-02-04 04:45:00,9266.91,9267.02,9233.1,9253.5,157.94516858
2020-02-04 05:00:00,9253.67,9254.0,9230.47,9253.99,146.13579889
2020-02-04 05:15:00,9254.0,9268.7,9244.99,9245.0,37.97022292
2020-02-04 05:30:00,9245.0,9248.37,9228.71,9231.42,38.12510639
2020-02-04 05:45:00,9230.13,9274.65,9207.57,9268.56,337.06617227
2020-02-04 06:00:00,9268.56,9276.9,9255.72,9271.43,40.22919025
2020-02-04 06:15:00,9273.38,9273.78,9237.64,9251.1,85.33932663
2020-02-04 06:30:00,9251.1,9259.27,9230.9,9243.63,37.97734019
2020-02-04 06:45:00,9244.51,9255.2,9234.06,9251.45,17.37950159
2020-02-04 07:00:00,9251.45,9255.0,9244.37,9251.54,30.17336593
2020-02-04 07:15:00,9251.54,9308.84,9239.36,9287.96,89.78962781
2020-02-04 07:30:00,9287.97,9297.5,9278.72,9280.31,31.70153413
2020-02-04 07:45:00,9278.0,9278.2,9255.1,9260.37,30.25367283
2020-02-04 08:00:00,9261.59,9275.0,9261.59,9273.39,6.5222907
2020-02-04 08:15:00,9273.39,9275.0,9240.95,9244.39,51.495714
2020-02-04 08:30:00,9245.83,9252.91,9237.34,9241.28,33.08497338
2020-02-04 08:45:00,9239.17,9249.08,9218.74,9218.77,63.21622264
2020-02-04 09:00:00,9218.77,9245.54,9205.57,9212.18,177.74242282
2020-02-04 09:15:00,9213.63,9213.88,9155.0,9179.15,528.88037944
2020-02-04 09:30:00,9175.25,9185.0,9168.2,9178.73,113.89427999
2020-02-04 09:45:00,9178.73,9178.73,9116.35,9153.16,320.08741256
2020-02-04 10:00:00,9153.16,9177.1,9141.23,9169.04,65.22087232
2020-02-04 10:15:00,9169.03,9176.5,9152.06,9155.01,30.90788971
2020-02-04 10:30:00,9155.01,9164.15,9138.11,9144.78,40.15742747
2020-02-04 10:45:00,9145.36,9181.06,9135.89,9157.28,41.38811075
2020-02-04 11:00:00,9157.28,9176.87,9156.43,9164.57,28.13253173
2020-02-04 11:15:00,9164.57,9215.36,9082.08,9212.59,396.32848074
2020-02-04 11:30:00,9212.58,9233.77,9179.22,9189.8,149.09560117
2020-02-04 11:45:00,9188.69,9205.26,9164.42,9164.42,55.9483749
2020-02-04 12:00:00,9164.43,9183.7,9136.49,9138.01,59.28848486
2020-02-04 12:15:00,9138.0,9152.46,9123.15,9126.19,43.73450099
2020-02-04 12:30:00,9125.25,9130.27,9078.81,9105.36,162.35727769
2020-02-04 12:45:00,9103.59,9123.14,9085.26,9116.91,308.04080647
2020-02-04 13:00:00,9116.9,9129.29,9100.0,9100.0,52.27484205
2020-02-04 13:15:00,9100.0,9119.6,9078.05,9117.14,97.20996996
2020-02-04 13:30:00,9117.13,9131.25,9110.01,9116.84,98.11497178
2020-02-04 13:45:00,9116.39,9137.51,9109.0,9137.51,100.94855338
2020-02-04 14:00:00,9138.6,9152.76,9126.41,9139.01,85.63004791
2020-02-04 14:15:00,9139.0,9142.45,9120.31,9120.9,28.96744781
2020-02-04 14:30:00,9120.89,9125.98,9100.0,9113.05,74.7737712
2020-02-04 14:45:00,9113.04,9138.13,9110.29,9138.13,94.54355071
2020-02-04 15:00:00,9138.11,9205.09,9129.95,9205.08,306.42398133
2020-02-04 15:15:00,9207.04,9209.86,9167.02,9167.03,60.20545299
2020-02-04 15:30:00,9167.03,9195.0,9156.02,9190.58,107.53264359
2020-02-04 15:45:00,9190.58,9209.82,9177.58,9187.99,76.84899517
2020-02-04 16:00:00,9185.81,9199.68,9179.81,9187.08,68.42147247
2020-02-04 16:15:00,9186.77,9218.66,9180.0,9210.31,162.26600681
2020-02-04 16:30:00,9210.32,9213.28,9188.57,9196.06,140.51230998
2020-02-04 16:45:00,9196.06,9205.84,9185.24,9202.98,52.67134022
2020-02-04 17:00:00,9202.98,9202.98,9180.83,9186.21,49.21232872
2020-02-04 17:15:00,9186.21,9189.0,9180.0,9183.56,46.06019031
2020-02-04 17:30:00,9183.56,9190.0,9181.92,9188.05,35.19937217
2020-02-04 17:45:00,9188.06,9201.09,9180.03,9201.08,41.1039222
2020-02-04 18:00:00,9200.36,9211.0,9191.49,9196.25,69.3730537
2020-02-04 18:15:00,9195.25,9196.58,9182.06,9188.26,40.81954763
2020-02-04 18:30:00,9188.25,9188.27,9180.0,9180.01,45.92428783
2020-02-04 18:45:00,9180.01,9180.76,9150.92,9169.39,167.63676783
2020-02-04 19:00:00,9169.39,9175.18,9150.0,9150.0,65.10296984
2020-02-04 19:15:00,9150.01,9166.11,9150.0,9164.28,51.21434992
2020-02-04 19:30:00,9164.29,9169.49,9152.56,9165.0,33.43220552
2020-02-04 19:45:00,9165.0,9165.0,9150.0,9155.2,50.81573853
2020-02-04 20:00:00,9155.2,9155.2,9119.63,9125.93,97.4776223
2020-02-04 20:15:00,9125.93,9149.02,9125.92,9140.34,86.87035918
2020-02-04 20:30:00,9139.97,9160.5,9136.17,9150.0,89.34444615
2020-02-04 20:45:00,9150.01,9170.0,9150.0,9169.99,54.39807654
2020-02-04 21:00:00,9170.0,9173.98,9147.66,9150.05,46.55267008
2020-02-04 21:15:00,9150.06,9170.08,9150.05,9161.08,31.23159997
2020-02-04 21:30:00,9161.08,9174.09,9140.75,9144.83,43.973971
2020-02-04 21:45:00,9144.08,9144.83,9132.72,9133.94,36.51977401
2020-02-04 22:00:00,9133.94,9140.09,9126.76,9132.3,40.20047648
2020-02-04 22:15:00,9132.3,9159.34,9132.3,9144.09,92.3836102
2020-02-04 22:30:00,9144.1,9163.12,9144.09,9162.41,27.33457436
2020-02-04 22:45:00,9162.41,9174.54,9162.4,9173.81,25.62308804
2020-02-04 23:00:00,9173.81,9186.47,9147.47,9151.19,75.41475255
2020-02-04 23:15:00,9151.2,9157.5,9144.77,9157.5,119.203553
2020-02-04 23:30:00,9157.5,9174.46,9155.68,9161.88,54.57552438
2020-02-04 23:45:00,9161.88,9169.57,9158.57,9164.33,39.81534049
2020-02-05 00:00:00,9164.33,9179.3,9155.0,9173.79,72.11335603
2020-02-05 00:15:00,9173.8,9179.42,9158.94,9173.36,77.38923546
2020-02-05 00:30:00,9172.59,9197.45,9168.0,9185.2,170.50011366
2020-02-05 00:45:00,9185.19,9217.27,9184.93,9198.74,94.92324878
2020-02-05 01:00:00,9198.74,9220.46,9182.4,9187.5,104.91567283
2020-02-05 01:15:00,9187.49,9187.56,9175.0,9175.15,58.06688538
2020-02-05 01:30:00,9175.18,9189.52,9166.09,9189.33,55.57133404
2020-02-05 01:45:00,9189.29,9189.29,9160.91,9162.24,38.45522416
2020-02-05 02:00:00,9162.2,9168.83,9150.8,9153.0,67.9300987
2020-02-05 02:15:00,9152.99,9168.92,9150.0,9163.75,33.86372397
2020-02-05 02:30:00,9163.74,9165.69,9152.33,9165.68,35.60635
2020-02-05 02:45:00,9165.66,9194.86,9165.65,9192.18,35.00837472
2020-02-05 03:00:00,9191.45,9195.0,9170.0,9182.59,33.62330648
2020-02-05 03:15:00,9182.6,9190.3,9175.94,9175.94,27.86376509
2020-02-05 03:30:00,9176.7,9192.7,9175.94,9180.01,19.45455761
2020-02-05 03:45:00,9180.01,9207.83,9180.0,9206.73,44.72738386
2020-02-05 04:00:00,9205.66,9206.78,9194.99,9195.43,34.71432873
2020-02-05 04:15:00,9195.42,9195.43,9192.0,9192.55,27.52044208
2020-02-05 04:30:00,9192.36,9201.95,9183.24,9201.87,64.7426605
2020-02-05 04:45:00,9201.9,9212.99,9193.41,9207.5,90.93747375
2020-02-05 05:00:00,9207.5,9231.0,9207.49,9211.92,121.66326809
2020-02-05 05:15:00,9211.92,9213.18,9200.59,9209.02,25.81316662
2020-02-05 05:30:00,9209.93,9244.14,9207.93,9244.14,89.33319185
2020-02-05 05:45:00,9244.63,9260.0,9237.48,9246.02,121.94465745
2020-02-05 06:00:00,9246.02,9271.4,9246.02,9268.97,68.95877163
2020-02-05 06:15:00,9268.96,9275.08,9256.29,9260.74,26.63730942
2020-02-05 06:30:00,9260.73,9263.45,9242.33,9256.58,39.71129359
2020-02-05 06:45:00,9256.58,9256.59,9236.94,9242.49,49.22406301
2020-02-05 07:00:00,9242.49,9244.25,9233.84,9241.54,27.44881496
2020-02-05 07:15:00,9241.54,9270.0,9241.53,9270.0,124.15702399
2020-02-05 07:30:00,9270.0,9270.26,9243.71,9243.71,60.21067539
2020-02-05 07:45:00,9243.7,9249.04,9232.34,9246.34,10.73558748
2020-02-05 08:00:00,9246.33,9246.34,9221.77,9232.47,18.04957088
2020-02-05 08:15:00,9232.43,9235.76,9215.41,9223.97,22.17600184
2020-02-05 08:30:00,9223.98,9225.03,9215.78,9222.09,27.1769428
2020-02-05 08:45:00,9222.26,9239.01,9215.4,9230.0,18.20997336
2020-02-05 09:00:00,9230.0,9239.95,9220.81,9226.53,14.84573516
2020-02-05 09:15:00,9226.52,9241.16,9221.69,9241.16,19.93833708
2020-02-05 09:30:00,9239.74,9248.51,9232.33,9248.5,14.80900306
2020-02-05 09:45:00,9248.5,9248.5,9234.91,9234.91,12.61417623
2020-02-05 10:00:00,9234.92,9242.0,9230.86,9235.1,10.45902314
2020-02-05 10:15:00,9235.1,9336.62,9233.85,9306.51,297.35261842
2020-02-05 10:30:00,9307.26,9359.95,9289.8,9351.37,214.71376075
2020-02-05 10:45:00,9348.75,9381.08,9348.75,9362.59,120.74978386
2020-02-05 11:00:00,9362.6,9395.29,9351.0,9379.6,114.5028986
2020-02-05 11:15:00,9379.64,9383.41,9357.46,9357.46,55.5983849
2020-02-05 11:30:00,9357.46,9399.0,9349.7,9388.52,129.97545424
2020-02-05 11:45:00,9385.92,9409.99,9379.6,9403.11,148.68858611
2020-02-05 12:00:00,9403.12,9463.81,9403.11,9459.09,235.79413586
2020-02-05 12:15:00,9450.05,9469.36,9425.96,9427.07,134.66541441
2020-02-05 12:30:00,9425.0,9444.98,9410.6,9444.98,144.29598602
2020-02-05 12:45:00,9444.98,9453.96,9431.89,9438.84,110.43600959
2020-02-05 13:00:00,9439.64,9454.13,9428.84,9447.59,74.32022144
2020-02-05 13:15:00,9447.5,9450.75,9435.69,9443.0,50.73749749
2020-02-05 13:30:00,9443.0,9449.95,9410.07,9416.97,112.33823308
2020-02-05 13:45:00,9416.96,9442.15,9395.13,9436.32,223.08655824
2020-02-05 14:00:00,9436.31,9467.7,9410.86,9421.17,168.46008772
2020-02-05 14:15:00,9421.58,9430.58,9404.84,9416.7,106.83361907
2020-02-05 14:30:00,9414.74,9441.96,9414.03,9436.41,62.76302247
2020-02-05 14:45:00,9435.13,9444.5,9425.76,9439.12,59.76849214
2020-02-05 15:00:00,9440.28,9447.0,9418.68,9447.0,46.19183363
2020-02-05 15:15:00,9446.99,9457.11,9437.22,9443.14,153.71391735
2020-02-05 15:30:00,9445.16,9459.99,9442.12,9454.1,65.4698321
2020-02-05 15:45:00,9452.48,9496.01,9452.41,9479.35,281.78033523
2020-02-05 16:00:00,9479.34,9545.0,9471.3,9541.85,470.61949841
2020-02-05 16:15:00,9541.85,9568.14,9527.14,9542.14,309.41641895
2020-02-05 16:30:00,9542.14,9550.0,9510.31,9550.0,211.90681736
2020-02-05 16:45:00,9549.99,9568.72,9529.99,9567.08,177.35483258
2020-02-05 17:00:00,9567.08,9569.0,9540.21,9555.54,139.96784637
2020-02-05 17:15:00,9554.18,9554.18,9528.57,9550.0,105.74495951
