datetime,symbol,side,order_type,time_in_force,original_quantity,price,average_price,order_status,order_last_filled_quantity,order_filled_accumulated_quantity,order_trade_time,usd_size,LIQ_SIDE
2024-06-04 14:35:34.123,WIF,SELL,LIMIT,IOC,1515.7,3.2590336,3.3091669,FILLED,303.8,1515.7,1717511734123,4939.71722752,L LIQ
2024-06-04 15:28:16.203,WIF,SELL,LIMIT,IOC,1311.7,3.2482668,3.2981675,FILLED,385.4,1311.7,1717514896203,4260.7515615600005,L LIQ
2024-06-04 15:45:59.688,WIF,BUY,LIMIT,IOC,1510.5,3.3762079,3.3284245,FILLED,201.3,1510.5,1717515959688,5099.76203295,S LIQ
2024-06-04 16:04:03.283,WIF,BUY,LIMIT,IOC,1019.3,3.4220319,3.3716316,FILLED,23.1,1019.3,1717517043283,3488.07711567,S LIQ
2024-06-04 16:19:31.411,WIF,BUY,LIMIT,IOC,3475.4,3.5020002,3.4543057,FILLED,21.5,3475.4,1717517971411,12170.85149508,S LIQ
2024-06-04 16:20:10.517,WIF,SELL,LIMIT,IOC,930.0,3.3767869,3.4302597,FILLED,161.5,930.0,1717518010517,3140.411817,L LIQ
2024-06-04 17:49:48.663,WIF,BUY,LIMIT,IOC,1673.1,3.5128697,3.4588,FILLED,8.0,1673.1,1717523388663,5877.38229507,S LIQ
2024-06-04 19:01:33.657,WIF,SELL,LIMIT,IOC,1070.7,3.3860638,3.4383646,FILLED,23.7,1070.7,1717527693657,3625.45851066,L LIQ
2024-06-04 19:07:17.148,WIF,SELL,LIMIT,IOC,1144.9,3.3770033,3.4251965,FILLED,90.6,1144.9,1717528037148,3866.3310781700006,L LIQ
2024-06-04 19:18:46.078,WIF,SELL,LIMIT,IOC,1261.0,3.3603586,3.4110926,FILLED,32.1,1261.0,1717528726078,4237.4121946000005,L LIQ
2024-06-04 19:38:05.095,WIF,SELL,LIMIT,IOC,1459.8,3.3152012,3.3619111,FILLED,148.5,1459.8,1717529885095,4839.5307117600005,L LIQ
2024-06-04 19:38:40.420,WIF,SELL,LIMIT,IOC,1464.6,3.3134416,3.3617757,FILLED,6.8,1464.6,1717529920420,4852.86656736,L LIQ
2024-06-04 21:18:28.098,WIF,SELL,LIMIT,IOC,1383.4,3.3036777,3.3542082,FILLED,155.9,1383.4,1717535908098,4570.30773018,L LIQ
2024-06-04 22:17:48.235,WIF,BUY,LIMIT,IOC,1474.8,3.4349152,3.3873872,FILLED,852.3,1474.8,1717539468235,5065.812936959999,S LIQ
2024-06-05 00:24:19.654,WIF,BUY,LIMIT,IOC,1471.0,3.4822031,3.4313599,FILLED,222.1,1471.0,1717547059654,5122.3207601,S LIQ
2024-06-05 01:49:39.124,WIF,BUY,LIMIT,IOC,1465.0,3.5331144,3.4840429,FILLED,6.7,1465.0,1717552179124,5176.0125960000005,S LIQ
2024-06-05 02:01:11.332,WIF,BUY,LIMIT,IOC,1181.1,3.555374,3.5065587,FILLED,76.3,1181.1,1717552871332,4199.2522314,S LIQ
2024-06-05 02:01:16.346,WIF,BUY,LIMIT,IOC,1432.1,3.5588321,3.5079935,FILLED,71.6,1432.1,1717552876346,5096.60345041,S LIQ
2024-06-05 02:18:15.470,WIF,BUY,LIMIT,IOC,1423.6,3.5800524,3.529017,FILLED,5.0,1423.6,1717553895470,5096.562596639999,S LIQ
2024-06-05 02:19:46.125,WIF,BUY,LIMIT,IOC,4149.3,3.5973929,3.5347086,FILLED,75.2,4149.3,1717553986125,14926.66235997,S LIQ
2024-06-05 02:25:27.184,WIF,BUY,LIMIT,IOC,1777.5,3.6107295,3.5563435,FILLED,250.8,1777.5,1717554327184,6418.07168625,S LIQ
2024-06-05 02:32:22.152,WIF,BUY,LIMIT,IOC,1611.3,3.636317,3.5869565,FILLED,29.9,1611.3,1717554742152,5859.1975821,S LIQ
2024-06-05 05:08:15.475,WIF,SELL,LIMIT,IOC,1365.2,3.4090155,3.4601113,FILLED,140.5,1365.2,1717564095475,4653.9879606,L LIQ
2024-06-05 07:26:25.365,WIF,BUY,LIMIT,IOC,1200.0,3.5953343,3.5388716,FILLED,28.3,1200.0,1717572385365,4314.40116,S LIQ
2024-06-05 07:49:27.388,WIF,BUY,LIMIT,IOC,3665.6,3.6163949,3.5539204,FILLED,137.7,3665.6,1717573767388,13256.25714544,S LIQ
2024-06-05 09:46:18.147,WIF,SELL,LIMIT,IOC,982.6,3.4432698,3.4955841,FILLED,296.7,982.6,1717580778147,3383.35690548,L LIQ
2024-06-05 10:05:13.600,WIF,SELL,LIMIT,IOC,1465.3,3.4342218,3.4859097,FILLED,17.6,1465.3,1717581913600,5032.16520354,L LIQ
2024-06-05 10:25:05.120,WIF,SELL,LIMIT,IOC,960.1,3.4143373,3.4543128,FILLED,105.4,960.1,1717583105120,3278.10524173,L LIQ
2024-06-05 10:25:06.178,WIF,SELL,LIMIT,IOC,4165.9,3.3939469,3.453147,FILLED,1211.8,4165.9,1717583106178,14138.84339071,L LIQ
2024-06-05 10:31:30.635,WIF,SELL,LIMIT,IOC,1395.3,3.3745872,3.4253548,FILLED,19.4,1395.3,1717583490635,4708.56152016,L LIQ
2024-06-05 10:32:21.427,WIF,SELL,LIMIT,IOC,3216.8,3.3627189,3.4210993,FILLED,503.8,3216.8,1717583541427,10817.19415752,L LIQ
2024-06-05 11:04:41.403,WIF,BUY,LIMIT,IOC,1447.1,3.4910752,3.4400614,FILLED,36.0,1447.1,1717585481403,5051.934921919999,S LIQ
2024-06-05 12:26:12.074,WIF,SELL,LIMIT,IOC,1109.3,3.3608036,3.410968,FILLED,100.7,1109.3,1717590372074,3728.13943348,L LIQ
2024-06-05 12:26:30.352,WIF,SELL,LIMIT,IOC,1404.7,3.3538372,3.4021856,FILLED,51.2,1404.7,1717590390352,4711.13511484,L LIQ
2024-06-05 12:26:32.860,WIF,SELL,LIMIT,IOC,8391.4,3.3379756,3.4003172,FILLED,48.5,8391.4,1717590392860,28010.28844984,L LIQ
2024-06-05 13:36:57.683,WIF,SELL,LIMIT,IOC,1046.9,3.3661391,3.4169352,FILLED,35.9,1046.9,1717594617683,3524.0110237900003,L LIQ
2024-06-05 13:37:18.286,WIF,SELL,LIMIT,IOC,2737.4,3.3532617,3.412165,FILLED,88.9,2737.4,1717594638286,9179.21857758,L LIQ
2024-06-05 13:50:23.616,WIF,SELL,LIMIT,IOC,1071.5,3.3381614,3.3852,FILLED,931.5,1071.5,1717595423616,3576.8399401,L LIQ
2024-06-05 14:09:47.141,WIF,SELL,LIMIT,IOC,989.2,3.3232621,3.3743272,FILLED,62.8,989.2,1717596587141,3287.37086932,L LIQ
2024-06-05 14:10:28.187,WIF,SELL,LIMIT,IOC,34381.1,3.2934239,3.3700257,FILLED,32098.5,34381.1,1717596628187,113231.53644829,L LIQ
2024-06-05 14:17:45.158,WIF,BUY,LIMIT,IOC,1022.2,3.4305083,3.3823592,FILLED,220.6,1022.2,1717597065158,3506.6655842600003,S LIQ
2024-06-05 16:05:03.140,WIF,SELL,LIMIT,IOC,1419.3,3.4168419,3.4683,FILLED,1419.3,1419.3,1717603503140,4849.52370867,L LIQ
2024-06-05 16:44:30.604,WIF,SELL,LIMIT,IOC,1085.8,3.3914224,3.4425155,FILLED,810.8,1085.8,1717605870604,3682.40644192,L LIQ
2024-06-05 16:44:32.610,WIF,SELL,LIMIT,IOC,1011.4,3.3907496,3.4422914,FILLED,55.5,1011.4,1717605872610,3429.40414544,L LIQ
2024-06-05 16:47:47.390,WIF,SELL,LIMIT,IOC,975.3,3.3683827,3.4160587,FILLED,337.3,975.3,1717606067390,3285.18364731,L LIQ
2024-06-05 16:55:40.195,WIF,SELL,LIMIT,IOC,1048.3,3.3536571,3.3885888,FILLED,400.5,1048.3,1717606540195,3515.63873793,L LIQ
2024-06-05 18:47:51.124,WIF,SELL,LIMIT,IOC,1221.9,3.3856901,3.4367564,FILLED,8.5,1221.9,1717613271124,4136.974733190001,L LIQ
2024-06-05 22:01:27.177,WIF,SELL,LIMIT,IOC,1106.6,3.3499703,3.4006962,FILLED,126.8,1106.6,1717624887177,3707.0771339799994,L LIQ
2024-06-05 22:13:27.684,WIF,SELL,LIMIT,IOC,1439.5,3.3490001,3.399605,FILLED,1.2,1439.5,1717625607684,4820.8856439500005,L LIQ
2024-06-05 22:27:48.595,WIF,SELL,LIMIT,IOC,1319.9,3.339629,3.3901222,FILLED,3.0,1319.9,1717626468595,4407.9763171,L LIQ
2024-06-06 03:20:12.253,WIF,SELL,LIMIT,IOC,1236.0,3.37991,3.4331321,FILLED,14.6,1236.0,1717644012253,4177.56876,L LIQ
2024-06-06 05:57:00.439,WIF,SELL,LIMIT,IOC,1174.9,3.295694,3.3422211,FILLED,91.8,1174.9,1717653420439,3872.1108806000007,L LIQ
2024-06-06 06:30:32.221,WIF,SELL,LIMIT,IOC,1088.2,3.2871465,3.3359425,FILLED,290.8,1088.2,1717655432221,3577.0728213,L LIQ
2024-06-06 06:31:46.157,WIF,SELL,LIMIT,IOC,1078.8,3.2771194,3.3260137,FILLED,68.8,1078.8,1717655506157,3535.35640872,L LIQ
2024-06-06 06:31:53.601,WIF,SELL,LIMIT,IOC,5971.4,3.2636667,3.3261392,FILLED,765.3,5971.4,1717655513601,19488.659332379997,L LIQ
2024-06-06 06:32:08.110,WIF,SELL,LIMIT,IOC,47099.5,3.244049,3.32,FILLED,23680.1,47099.5,1717655528110,152793.0858755,L LIQ
2024-06-06 06:41:16.379,WIF,SELL,LIMIT,IOC,1549.6,3.2756345,3.3242716,FILLED,150.5,1549.6,1717656076379,5075.9232212,L LIQ
2024-06-06 07:03:41.627,WIF,SELL,LIMIT,IOC,1065.9,3.2625771,3.312406,FILLED,180.7,1065.9,1717657421627,3477.58093089,L LIQ
2024-06-06 08:12:18.239,WIF,SELL,LIMIT,IOC,1257.8,3.2567982,3.3000365,FILLED,21.7,1257.8,1717661538239,4096.40077596,L LIQ
2024-06-06 08:14:13.230,WIF,SELL,LIMIT,IOC,3109.6,3.2282492,3.2870412,FILLED,2694.9,3109.6,1717661653230,10038.56371232,L LIQ
2024-06-06 10:06:01.578,WIF,SELL,LIMIT,IOC,1396.2,3.2736629,3.3226228,FILLED,79.1,1396.2,1717668361578,4570.688140980001,L LIQ
2024-06-06 10:32:52.143,WIF,BUY,LIMIT,IOC,1450.3,3.3922513,3.342907,FILLED,53.4,1450.3,1717669972143,4919.78206039,S LIQ
2024-06-06 11:35:05.671,WIF,BUY,LIMIT,IOC,1512.6,3.3985503,3.3488597,FILLED,111.2,1512.6,1717673705671,5140.64718378,S LIQ
2024-06-06 12:34:23.599,WIF,SELL,LIMIT,IOC,967.7,3.3155221,3.3640035,FILLED,131.2,967.7,1717677263599,3208.4307361700003,L LIQ
2024-06-06 12:34:33.552,WIF,SELL,LIMIT,IOC,1456.4,3.3130719,3.3617654,FILLED,21.4,1456.4,1717677273552,4825.157915160001,L LIQ
2024-06-06 14:00:03.603,WIF,SELL,LIMIT,IOC,1495.8,3.3042215,3.3539397,FILLED,182.0,1495.8,1717682403603,4942.4545197,L LIQ
2024-06-06 14:00:20.468,WIF,SELL,LIMIT,IOC,2104.3,3.2976737,3.3525,FILLED,2104.3,2104.3,1717682420468,6939.29476691,L LIQ
2024-06-06 17:09:26.203,WIF,SELL,LIMIT,IOC,2917.4,3.2402687,3.2971656,FILLED,118.2,2917.4,1717693766203,9453.15990538,L LIQ
2024-06-06 19:05:02.486,WIF,SELL,LIMIT,IOC,977.1,3.2578353,3.3073876,FILLED,474.0,977.1,1717700702486,3183.23087163,L LIQ
2024-06-06 19:30:38.078,WIF,SELL,LIMIT,IOC,1005.1,3.2347726,3.2831149,FILLED,162.6,1005.1,1717702238078,3251.26994026,L LIQ
2024-06-06 19:30:59.588,WIF,SELL,LIMIT,IOC,937.6,3.2255972,3.2722043,FILLED,41.7,937.6,1717702259588,3024.31993472,L LIQ
2024-06-06 19:35:31.295,WIF,SELL,LIMIT,IOC,1505.5,3.2121836,3.2596075,FILLED,16.8,1505.5,1717702531295,4835.9424098,L LIQ
2024-06-06 19:36:59.402,WIF,SELL,LIMIT,IOC,1325.3,3.2135298,3.2632678,FILLED,1.0,1325.3,1717702619402,4258.89104394,L LIQ
2024-06-06 19:40:18.105,WIF,SELL,LIMIT,IOC,1515.1,3.2095481,3.2582307,FILLED,250.6,1515.1,1717702818105,4862.78632631,L LIQ
2024-06-06 19:40:31.262,WIF,SELL,LIMIT,IOC,1396.2,3.2076887,3.2544995,FILLED,169.5,1396.2,1717702831262,4478.57496294,L LIQ
2024-06-06 19:40:36.600,WIF,SELL,LIMIT,IOC,1093.0,3.2055674,3.2555,FILLED,685.0,1093.0,1717702836600,3503.6851682,L LIQ
2024-06-06 19:41:02.291,WIF,SELL,LIMIT,IOC,1500.0,3.1993631,3.2473329,FILLED,172.6,1500.0,1717702862291,4799.04465,L LIQ
2024-06-06 19:41:13.531,WIF,SELL,LIMIT,IOC,1500.2,3.2016205,3.2526518,FILLED,1.5,1500.2,1717702873531,4803.0710741,L LIQ
2024-06-06 20:01:31.778,WIF,SELL,LIMIT,IOC,2927.4,3.1895221,3.2443878,FILLED,21.3,2927.4,1717704091778,9337.00699554,L LIQ
2024-06-06 20:01:48.549,WIF,SELL,LIMIT,IOC,1212.7,3.1883466,3.2364647,FILLED,2.6,1212.7,1717704108549,3866.50792182,L LIQ
2024-06-06 20:01:51.585,WIF,SELL,LIMIT,IOC,1829.5,3.1855782,3.2366718,FILLED,179.4,1829.5,1717704111585,5828.0153169000005,L LIQ
2024-06-06 20:01:59.204,WIF,SELL,LIMIT,IOC,1485.0,3.1884017,3.2346262,FILLED,59.9,1485.0,1717704119204,4734.7765245,L LIQ
2024-06-06 20:02:07.110,WIF,SELL,LIMIT,IOC,1303.3,3.1849846,3.2307224,FILLED,183.0,1303.3,1717704127110,4150.990429179999,L LIQ
2024-06-06 20:02:33.079,WIF,SELL,LIMIT,IOC,1522.5,3.1786731,3.2261463,FILLED,64.4,1522.5,1717704153079,4839.52979475,L LIQ
2024-06-06 21:26:21.090,WIF,SELL,LIMIT,IOC,1365.4,3.2277974,3.2769584,FILLED,119.4,1365.4,1717709181090,4407.23456996,L LIQ
2024-06-06 23:25:08.586,WIF,SELL,LIMIT,IOC,1279.9,3.1934904,3.2407595,FILLED,403.1,1279.9,1717716308586,4087.34836296,L LIQ
2024-06-07 01:35:16.132,WIF,SELL,LIMIT,IOC,1518.5,3.1668203,3.214877,FILLED,654.5,1518.5,1717724116132,4808.81662555,L LIQ
2024-06-07 02:35:57.056,WIF,SELL,LIMIT,IOC,1546.8,3.1705646,3.2183233,FILLED,71.1,1546.8,1717727757056,4904.22932328,L LIQ
2024-06-07 02:37:51.471,WIF,SELL,LIMIT,IOC,1690.4,3.1627299,3.2107164,FILLED,126.0,1690.4,1717727871471,5346.278622960001,L LIQ
2024-06-07 04:31:32.050,WIF,BUY,LIMIT,IOC,1103.4,3.3332404,3.2852281,FILLED,734.8,1103.4,1717734692050,3677.89745736,S LIQ
2024-06-07 06:09:04.522,WIF,SELL,LIMIT,IOC,1515.7,3.2333497,3.2815637,FILLED,244.1,1515.7,1717740544522,4900.78814029,L LIQ
2024-06-07 06:53:57.364,WIF,BUY,LIMIT,IOC,1539.7,3.3576989,3.3321578,FILLED,59.9,1539.7,1717743237364,5169.84899633,S LIQ
2024-06-07 11:38:50.510,WIF,BUY,LIMIT,IOC,1181.8,3.3293578,3.2781259,FILLED,128.4,1181.8,1717760330510,3934.63504804,S LIQ
2024-06-07 12:30:37.493,WIF,SELL,LIMIT,IOC,1527.2,3.2038049,3.2502305,FILLED,447.1,1527.2,1717763437493,4892.850843280001,L LIQ
2024-06-07 12:33:51.594,WIF,SELL,LIMIT,IOC,1155.9,3.1885938,3.2333767,FILLED,53.4,1155.9,1717763631594,3685.695573420001,L LIQ
2024-06-07 12:37:28.593,WIF,SELL,LIMIT,IOC,2959.3,3.1495344,3.2015607,FILLED,991.8,2959.3,1717763848593,9320.41714992,L LIQ
2024-06-07 12:37:34.304,WIF,SELL,LIMIT,IOC,1728.9,3.1533619,3.2024362,FILLED,32.9,1728.9,1717763854304,5451.8473889100005,L LIQ
2024-06-07 12:38:09.091,WIF,SELL,LIMIT,IOC,1526.6,3.1406127,3.1811176,FILLED,472.2,1526.6,1717763889091,4794.4593478199995,L LIQ
2024-06-07 12:38:14.391,WIF,SELL,LIMIT,IOC,3095.2,3.1290622,3.1780005,FILLED,3073.0,3095.2,1717763894391,9685.07332144,L LIQ
2024-06-07 14:22:43.154,WIF,SELL,LIMIT,IOC,1532.2,3.1653831,3.2121417,FILLED,650.2,1532.2,1717770163154,4849.99998582,L LIQ
2024-06-07 15:10:10.438,WIF,SELL,LIMIT,IOC,1263.3,3.1956733,3.2436582,FILLED,156.9,1263.3,1717773010438,4037.09407989,L LIQ
2024-06-07 15:27:25.070,WIF,SELL,LIMIT,IOC,959.3,3.1404237,3.1873691,FILLED,39.6,959.3,1717774045070,3012.60845541,L LIQ
2024-06-07 15:34:22.066,WIF,SELL,LIMIT,IOC,975.0,3.1336492,3.179834,FILLED,61.8,975.0,1717774462066,3055.30797,L LIQ
2024-06-07 15:38:28.240,WIF,SELL,LIMIT,IOC,1096.7,3.1248553,3.1722975,FILLED,33.4,1096.7,1717774708240,3427.02880751,L LIQ
2024-06-07 15:42:30.323,WIF,SELL,LIMIT,IOC,4853.2,3.1089055,3.1633924,FILLED,100.7,4853.2,1717774950323,15088.1401726,L LIQ
2024-06-07 15:42:32.401,WIF,SELL,LIMIT,IOC,2872.0,3.1098319,3.1630074,FILLED,3.4,2872.0,1717774952401,8931.4372168,L LIQ
2024-06-07 16:15:02.503,WIF,SELL,LIMIT,IOC,6045.6,3.0995264,3.1552189,FILLED,14.1,6045.6,1717776902503,18738.49680384,L LIQ
2024-06-07 16:15:21.558,WIF,SELL,LIMIT,IOC,2416.0,3.0988701,3.1500923,FILLED,1200.6,2416.0,1717776921558,7486.8701616,L LIQ
2024-06-07 16:15:43.334,WIF,SELL,LIMIT,IOC,2077.5,3.0997236,3.1501207,FILLED,886.9,2077.5,1717776943334,6439.675779,L LIQ
2024-06-07 16:15:57.377,WIF,SELL,LIMIT,IOC,3735.3,3.0868083,3.1410615,FILLED,80.7,3735.3,1717776957377,11530.15504299,L LIQ
2024-06-07 16:25:35.580,WIF,SELL,LIMIT,IOC,1512.7,3.1315121,3.1795,FILLED,1483.1,1512.7,1717777535580,4737.03835367,L LIQ
2024-06-07 16:55:42.238,WIF,SELL,LIMIT,IOC,1002.5,3.1161461,3.1636113,FILLED,54.3,1002.5,1717779342238,3123.93646525,L LIQ
2024-06-07 16:57:03.220,WIF,SELL,LIMIT,IOC,2688.8,3.1046347,3.1584991,FILLED,485.8,2688.8,1717779423220,8347.74178136,L LIQ
2024-06-07 17:00:45.342,WIF,SELL,LIMIT,IOC,1578.0,3.099582,3.1448888,FILLED,78.5,1578.0,1717779645342,4891.140396,L LIQ
2024-06-07 17:00:53.547,WIF,SELL,LIMIT,IOC,994.2,3.098452,3.1440222,FILLED,104.0,994.2,1717779653547,3080.4809784,L LIQ
2024-06-07 17:01:20.096,WIF,SELL,LIMIT,IOC,2352.9,3.0944974,3.1388223,FILLED,1766.6,2352.9,1717779680096,7281.04293246,L LIQ
2024-06-07 17:10:37.385,WIF,SELL,LIMIT,IOC,1157.4,3.0840592,3.1299822,FILLED,348.3,1157.4,1717780237385,3569.49011808,L LIQ
2024-06-07 17:11:02.190,WIF,SELL,LIMIT,IOC,2238.9,3.0678215,3.1168474,FILLED,39.6,2238.9,1717780262190,6868.54555635,L LIQ
2024-06-07 17:11:04.170,WIF,SELL,LIMIT,IOC,1546.6,3.0713915,3.1131655,FILLED,519.8,1546.6,1717780264170,4750.214093899999,L LIQ
2024-06-07 17:11:06.243,WIF,SELL,LIMIT,IOC,1020.6,3.0687163,3.1114466,FILLED,759.4,1020.6,1717780266243,3131.93185578,L LIQ
2024-06-07 17:12:24.495,WIF,SELL,LIMIT,IOC,1483.0,3.0629162,3.1096,FILLED,1342.0,1483.0,1717780344495,4542.304724600001,L LIQ
2024-06-07 17:12:40.582,WIF,SELL,LIMIT,IOC,987.3,3.0580608,3.1038128,FILLED,77.2,987.3,1717780360582,3019.2234278399997,L LIQ
2024-06-07 17:12:42.245,WIF,SELL,LIMIT,IOC,1519.9,3.0578008,3.1024511,FILLED,60.0,1519.9,1717780362245,4647.55143592,L LIQ
2024-06-07 17:15:40.260,WIF,SELL,LIMIT,IOC,1142.5,3.0551966,3.1009144,FILLED,53.6,1142.5,1717780540260,3490.5621155,L LIQ
2024-06-07 17:17:50.559,WIF,SELL,LIMIT,IOC,1538.4,3.0480217,3.092712,FILLED,273.2,1538.4,1717780670559,4689.076583280001,L LIQ
2024-06-07 17:21:29.079,WIF,SELL,LIMIT,IOC,1560.0,3.0454156,3.0840332,FILLED,140.7,1560.0,1717780889079,4750.848336,L LIQ
2024-06-07 17:21:30.197,WIF,SELL,LIMIT,IOC,1183.8,3.0404368,3.0836729,FILLED,247.8,1183.8,1717780890197,3599.26908384,L LIQ
2024-06-07 17:21:32.469,WIF,SELL,LIMIT,IOC,4232.1,3.0308954,3.0851606,FILLED,724.1,4232.1,1717780892469,12827.05242234,L LIQ
2024-06-07 17:55:14.402,WIF,SELL,LIMIT,IOC,14972.5,3.0266358,3.0855207,FILLED,635.9,14972.5,1717782914402,45316.3045155,L LIQ
2024-06-07 17:56:19.461,WIF,SELL,LIMIT,IOC,15856.6,3.0249561,3.084272,FILLED,270.8,15856.6,1717782979461,47965.51889526,L LIQ
2024-06-07 17:56:25.073,WIF,SELL,LIMIT,IOC,1067.9,3.0369521,3.0828014,FILLED,72.5,1067.9,1717782985073,3243.1611475900004,L LIQ
2024-06-07 17:56:41.262,WIF,SELL,LIMIT,IOC,2515.4,3.0304948,3.0809329,FILLED,2028.0,2515.4,1717783001262,7622.906619920001,L LIQ
2024-06-07 17:56:56.302,WIF,SELL,LIMIT,IOC,1341.8,3.0299042,3.0751005,FILLED,88.5,1341.8,1717783016302,4065.525455559999,L LIQ
2024-06-07 17:56:58.073,WIF,SELL,LIMIT,IOC,3812.8,3.020278,3.0741807,FILLED,14.3,3812.8,1717783018073,11515.7159584,L LIQ
2024-06-07 17:57:03.568,WIF,SELL,LIMIT,IOC,1542.3,3.0296022,3.0755627,FILLED,55.5,1542.3,1717783023568,4672.55547306,L LIQ
2024-06-07 17:58:41.683,WIF,SELL,LIMIT,IOC,2354.0,2.9835336,3.0284285,FILLED,158.4,2354.0,1717783121683,7023.2380944,L LIQ
2024-06-07 17:59:03.152,WIF,SELL,LIMIT,IOC,1878.7,2.9812302,3.0300119,FILLED,118.4,1878.7,1717783143152,5600.83717674,L LIQ
2024-06-07 17:59:57.521,WIF,SELL,LIMIT,IOC,2729.5,2.9686397,3.0158711,FILLED,596.6,2729.5,1717783197521,8102.902061150001,L LIQ
2024-06-07 18:00:01.139,WIF,SELL,LIMIT,IOC,1259.6,2.9698736,3.0158645,FILLED,109.9,1259.6,1717783201139,3740.85278656,L LIQ
2024-06-07 18:00:33.850,WIF,SELL,LIMIT,IOC,1423.8,2.9666766,3.0081054,FILLED,465.8,1423.8,1717783233850,4223.95414308,L LIQ
2024-06-07 18:00:34.956,WIF,SELL,LIMIT,IOC,1312.7,2.9659923,3.0060288,FILLED,1032.4,1312.7,1717783234956,3893.45809221,L LIQ
2024-06-07 18:00:55.516,WIF,SELL,LIMIT,IOC,4115.0,2.931962,2.931962,FILLED,4115.0,4115.0,1717783255516,12065.02363,L LIQ
2024-06-07 18:01:02.060,WIF,SELL,LIMIT,IOC,1307.1,2.9122469,2.9122469,FILLED,1307.1,1307.1,1717783262060,3806.59792299,L LIQ
2024-06-07 18:01:08.636,WIF,SELL,LIMIT,IOC,1498.4,2.8829333,2.8829333,FILLED,1498.4,1498.4,1717783268636,4319.78725672,L LIQ
2024-06-07 18:01:10.657,WIF,SELL,LIMIT,IOC,1752.1,2.8724762,2.8724762,FILLED,1752.1,1752.1,1717783270657,5032.865550019999,L LIQ
2024-06-07 18:01:11.660,WIF,SELL,LIMIT,IOC,1091.3,2.8651432,2.8651432,FILLED,1091.3,1091.3,1717783271660,3126.73077416,L LIQ
2024-06-07 18:01:20.076,WIF,SELL,LIMIT,IOC,5962.2,2.9228815,2.9228815,FILLED,5962.2,5962.2,1717783280076,17426.8040793,L LIQ
2024-06-07 18:01:26.907,WIF,SELL,LIMIT,IOC,3197.6,2.8009815,2.8392,FILLED,3197.6,3197.6,1717783286907,8956.418444399998,L LIQ
2024-06-07 18:01:27.928,WIF,SELL,LIMIT,IOC,23411.7,2.7933484,2.8147792,FILLED,57.8,23411.7,1717783287928,65397.03473628001,L LIQ
2024-06-07 18:01:38.279,WIF,SELL,LIMIT,IOC,22903.7,2.7636953,2.7708954,FILLED,4608.5,22903.7,1717783298279,63298.84804261001,L LIQ
2024-06-07 18:01:41.929,WIF,SELL,LIMIT,IOC,1116.4,2.7771037,2.7852118,FILLED,223.1,1116.4,1717783301929,3100.3585706800004,L LIQ
2024-06-07 18:01:46.607,WIF,SELL,LIMIT,IOC,3201.2,2.7652662,2.8225,FILLED,166.3,3201.2,1717783306607,8852.17015944,L LIQ
2024-06-07 18:01:49.524,WIF,BUY,LIMIT,IOC,1572.8,2.8706644,2.8433681,FILLED,18.3,1572.8,1717783309524,4514.98096832,S LIQ
2024-06-07 18:02:49.271,WIF,SELL,LIMIT,IOC,3203.3,2.8338682,2.8513482,FILLED,328.7,3203.3,1717783369271,9077.73000506,L LIQ
2024-06-07 18:02:53.127,WIF,SELL,LIMIT,IOC,59144.4,2.8067243,2.8217998,FILLED,14652.7,59144.4,1717783373127,166002.02468892,L LIQ
2024-06-07 18:02:56.209,WIF,SELL,LIMIT,IOC,4107.5,2.821171,2.8469966,FILLED,865.7,4107.5,1717783376209,11587.9598825,L LIQ
2024-06-07 18:04:42.387,WIF,SELL,LIMIT,IOC,1226.2,2.7896046,2.7896046,FILLED,1226.2,1226.2,1717783482387,3420.6131605200003,L LIQ
2024-06-07 18:04:56.781,WIF,SELL,LIMIT,IOC,2245.0,2.7002248,2.7002248,FILLED,2245.0,2245.0,1717783496781,6062.004676,L LIQ
2024-06-07 18:05:01.912,WIF,SELL,LIMIT,IOC,3222.2,2.6760854,2.6760854,FILLED,3222.2,3222.2,1717783501912,8622.882375879999,L LIQ
2024-06-07 18:05:08.100,WIF,SELL,LIMIT,IOC,1583.7,2.6130501,2.6130501,FILLED,1583.7,1583.7,1717783508100,4138.287443370001,L LIQ
2024-06-07 18:05:20.013,WIF,SELL,LIMIT,IOC,5000.0,2.581106,2.5956,FILLED,5000.0,5000.0,1717783520013,12905.53,L LIQ
2024-06-07 18:14:26.488,WIF,SELL,LIMIT,IOC,1436.5,2.681362,2.7227757,FILLED,85.3,1436.5,1717784066488,3851.776513,L LIQ
2024-06-07 18:14:56.787,WIF,SELL,LIMIT,IOC,9777.4,2.6249484,2.6249484,FILLED,9777.4,9777.4,1717784096787,25665.17048616,L LIQ
2024-06-07 18:15:00.974,WIF,SELL,LIMIT,IOC,1855.6,2.60795,2.60795,FILLED,1855.6,1855.6,1717784100974,4839.31202,L LIQ
2024-06-07 18:15:14.758,WIF,SELL,LIMIT,IOC,1516.0,2.5848837,2.6277528,FILLED,1018.8,1516.0,1717784114758,3918.6836892,L LIQ
2024-06-07 18:18:53.568,WIF,BUY,LIMIT,IOC,1683.6,2.7827306,2.7441712,FILLED,265.6,1683.6,1717784333568,4685.00523816,S LIQ
2024-06-07 18:23:14.310,WIF,BUY,LIMIT,IOC,13484.6,2.9006651,2.8638431,FILLED,1630.1,13484.6,1717784594310,39114.30860746,S LIQ
